time,V(1),V(2),V(3),V(gate),I(C1),I(D1),I(L1),I(Rload),I(S1),I(Vgate),I(Vin),L1:flux,source_file,step,I(R1)
4.632517399825055e-06,12.0,0.0075158784,23.96543,5.0,-0.99855953,-1.0239579e-09,0.7515878,0.99855953,-0.7515878,0.0,-0.7515878,7.5158664e-06,morecomplex,0,
4.642517399825055e-06,12.0,0.007635795,23.965328,5.0,-0.99855536,-1.0239577e-09,0.7635795,0.99855536,-0.7635795,0.0,-0.7635795,7.635783e-06,morecomplex,0,
4.652517399825055e-06,12.0,0.0077557103,23.965229,5.0,-0.9985512,-1.0239575e-09,0.77557105,0.9985512,-0.77557105,0.0,-0.77557105,7.755698e-06,morecomplex,0,
4.662517399825055e-06,12.0,0.007875624,23.96513,5.0,-0.9985471,-1.0239574e-09,0.78756243,0.9985471,-0.78756243,0.0,-0.78756243,7.875612e-06,morecomplex,0,
4.672517399825055e-06,12.0,0.0079955375,23.965029,5.0,-0.9985429,-1.0239569e-09,0.7995537,0.9985429,-0.7995537,0.0,-0.7995537,7.995525e-06,morecomplex,0,
4.682517399825055e-06,12.0,0.008115448,23.96493,5.0,-0.99853873,-1.0239568e-09,0.81154484,0.99853873,-0.81154484,0.0,-0.81154484,8.115437e-06,morecomplex,0,
4.692517399825055e-06,12.0,0.008235359,23.96483,5.0,-0.99853456,-1.0239566e-09,0.82353586,0.99853456,-0.82353586,0.0,-0.82353586,8.235346e-06,morecomplex,0,
4.7025173998250545e-06,12.0,0.008355267,23.96473,5.0,-0.9985304,-1.0239565e-09,0.8355267,0.9985304,-0.8355267,0.0,-0.8355267,8.355255e-06,morecomplex,0,
4.7125173998250545e-06,12.0,0.008475175,23.96463,5.0,-0.9985263,-1.0239563e-09,0.8475175,0.9985263,-0.8475175,0.0,-0.8475175,8.475163e-06,morecomplex,0,
4.722517399825054e-06,12.0,0.008595081,23.96453,5.0,-0.9985221,-1.0239559e-09,0.8595081,0.9985221,-0.8595081,0.0,-0.8595081,8.595069e-06,morecomplex,0,
4.732517399825054e-06,12.0,0.008714986,23.96443,5.0,-0.99851793,-1.0239557e-09,0.8714986,0.99851793,-0.8714986,0.0,-0.8714986,8.714974e-06,morecomplex,0,
4.742517399825054e-06,12.0,0.008834889,23.96433,5.0,-0.99851376,-1.0239556e-09,0.8834889,0.99851376,-0.8834889,0.0,-0.8834889,8.834877e-06,morecomplex,0,
4.752517399825054e-06,12.0,0.008954791,23.96423,5.0,-0.9985096,-1.0239553e-09,0.89547914,0.9985096,-0.89547914,0.0,-0.89547914,8.954779e-06,morecomplex,0,
4.762517399825054e-06,12.0,0.009074692,23.96413,5.0,-0.9985055,-1.023955e-09,0.9074692,0.9985055,-0.9074692,0.0,-0.9074692,9.07468e-06,morecomplex,0,
4.772517399825054e-06,12.0,0.009194592,23.964031,5.0,-0.9985013,-1.0239549e-09,0.91945916,0.9985013,-0.91945916,0.0,-0.91945916,9.194579e-06,morecomplex,0,
4.782517399825054e-06,12.0,0.00931449,23.96393,5.0,-0.9984971,-1.0239545e-09,0.931449,0.9984971,-0.931449,0.0,-0.931449,9.314478e-06,morecomplex,0,
4.792517399825054e-06,12.0,0.009434387,23.96383,5.0,-0.99849296,-1.0239544e-09,0.94343865,0.99849296,-0.94343865,0.0,-0.94343865,9.434375e-06,morecomplex,0,
4.802517399825054e-06,12.0,0.009554282,23.963732,5.0,-0.9984888,-1.0239541e-09,0.95542824,0.9984888,-0.95542824,0.0,-0.95542824,9.55427e-06,morecomplex,0,
4.8125173998250535e-06,12.0,0.009674177,23.96363,5.0,-0.9984847,-1.0239538e-09,0.96741766,0.9984847,-0.96741766,0.0,-0.96741766,9.674164e-06,morecomplex,0,
4.822517399825053e-06,12.0,0.009794069,23.963531,5.0,-0.9984805,-1.0239537e-09,0.97940695,0.9984805,-0.97940695,0.0,-0.97940695,9.794057e-06,morecomplex,0,
4.832517399825053e-06,12.0,0.009913961,23.963432,5.0,-0.9984763,-1.0239535e-09,0.9913961,0.9984763,-0.9913961,0.0,-0.9913961,9.913949e-06,morecomplex,0,
4.842517399825053e-06,12.0,0.0100338515,23.963331,5.0,-0.99847215,-1.0239534e-09,1.0033852,0.99847215,-1.0033852,0.0,-1.0033852,1.0033839e-05,morecomplex,0,
4.852517399825053e-06,12.0,0.010153741,23.963232,5.0,-0.998468,-1.0239531e-09,1.0153741,0.998468,-1.0153741,0.0,-1.0153741,1.0153728e-05,morecomplex,0,
4.862517399825053e-06,12.0,0.010273628,23.963133,5.0,-0.99846387,-1.0239529e-09,1.0273628,0.99846387,-1.0273628,0.0,-1.0273628,1.0273616e-05,morecomplex,0,
4.872517399825053e-06,12.0,0.010393514,23.963032,5.0,-0.9984597,-1.0239526e-09,1.0393515,0.9984597,-1.0393515,0.0,-1.0393515,1.0393503e-05,morecomplex,0,
4.882517399825053e-06,12.0,0.0105134,23.962933,5.0,-0.9984555,-1.0239525e-09,1.05134,0.9984555,-1.05134,0.0,-1.05134,1.0513388e-05,morecomplex,0,
4.892517399825053e-06,12.0,0.010633283,23.962833,5.0,-0.99845135,-1.0239521e-09,1.0633283,0.99845135,-1.0633283,0.0,-1.0633283,1.0633271e-05,morecomplex,0,
4.902517399825053e-06,12.0,0.010753165,23.962732,5.0,-0.9984472,-1.0239519e-09,1.0753165,0.9984472,-1.0753165,0.0,-1.0753165,1.0753153e-05,morecomplex,0,
4.9125173998250525e-06,12.0,0.010873047,23.962633,5.0,-0.99844307,-1.0239518e-09,1.0873046,0.99844307,-1.0873046,0.0,-1.0873046,1.0873035e-05,morecomplex,0,
4.9225173998250524e-06,12.0,0.010992927,23.962534,5.0,-0.9984389,-1.0239516e-09,1.0992926,0.9984389,-1.0992926,0.0,-1.0992926,1.0992914e-05,morecomplex,0,
4.932517399825052e-06,12.0,0.0111128045,23.962433,5.0,-0.9984347,-1.0239514e-09,1.1112804,0.9984347,-1.1112804,0.0,-1.1112804,1.1112793e-05,morecomplex,0,
4.942517399825052e-06,12.0,0.011232682,23.962334,5.0,-0.99843055,-1.023951e-09,1.1232681,0.99843055,-1.1232681,0.0,-1.1232681,1.123267e-05,morecomplex,0,
4.952517399825052e-06,12.0,0.011352558,23.962234,5.0,-0.9984264,-1.0239509e-09,1.1352557,0.9984264,-1.1352557,0.0,-1.1352557,1.1352546e-05,morecomplex,0,
4.962517399825052e-06,12.0,0.011472432,23.962133,5.0,-0.99842227,-1.0239507e-09,1.1472431,0.99842227,-1.1472431,0.0,-1.1472431,1.147242e-05,morecomplex,0,
4.972517399825052e-06,12.0,0.011592305,23.962034,5.0,-0.9984181,-1.0239504e-09,1.1592305,0.9984181,-1.1592305,0.0,-1.1592305,1.1592293e-05,morecomplex,0,
4.982517399825052e-06,12.0,0.011712177,23.961933,5.0,-0.9984139,-1.0239501e-09,1.1712177,0.9984139,-1.1712177,0.0,-1.1712177,1.1712164e-05,morecomplex,0,
4.992517399825052e-06,12.0,0.011832047,23.961834,5.0,-0.99840975,-1.02395e-09,1.1832048,0.99840975,-1.1832048,0.0,-1.1832048,1.1832035e-05,morecomplex,0,
5.002517399825052e-06,12.0,0.011951917,23.961735,5.0,-0.9984056,-1.0239497e-09,1.1951916,0.9984056,-1.1951916,0.0,-1.1951916,1.19519045e-05,morecomplex,0,
5.0099999999999995e-06,12.0,0.012041609,23.96166,5.0,-0.9984025,-1.0239497e-09,1.2041609,0.9984025,-1.2041609,0.0,-1.2041609,1.2041597e-05,morecomplex,0,
5.01125e-06,12.0,0.012056593,23.961647,4.375,-0.99840194,-1.0239497e-09,1.2056593,0.99840194,-1.2056593,0.0,-1.2056593,1.205658e-05,morecomplex,0,
5.013749999999999e-06,12.0,0.012086559,23.961622,3.125,-0.9984009,-1.0239495e-09,1.208656,0.9984009,-1.208656,0.0,-1.208656,1.2086547e-05,morecomplex,0,
5.014031282449366e-06,12.0,0.0120899305,23.96162,2.9843588,-0.9984008,-1.0239497e-09,1.2089931,0.9984008,-1.2089931,0.0,-1.2089931,1.20899185e-05,morecomplex,0,
5.014593847348099e-06,12.0,0.012096674,23.961615,2.7030764,-0.99840057,-1.0239495e-09,1.2096674,0.99840057,-1.2096674,0.0,-1.2096674,1.2096662e-05,morecomplex,0,
5.015718977145566e-06,12.0,0.012110161,23.961603,2.1405115,-0.9984001,-1.0239497e-09,1.211016,0.9984001,-1.211016,0.0,-1.211016,1.2110148e-05,morecomplex,0,
5.015843977145566e-06,12.0,0.012111659,23.961601,2.0780115,-0.99840003,-1.0239497e-09,1.2111659,0.99840003,-1.2111659,0.0,-1.2111659,1.2111647e-05,morecomplex,0,
5.015875227145566e-06,12.0,0.012112034,23.961601,2.0623865,-0.99840003,-1.0239495e-09,1.2112033,0.99840003,-1.2112033,0.0,-1.2112033,1.2112022e-05,morecomplex,0,
5.015937727145566e-06,12.0,0.012112783,23.961601,2.0311365,-0.99840003,-1.0239495e-09,1.2112783,0.99840003,-1.2112783,0.0,-1.2112783,1.21127705e-05,morecomplex,0,
5.015953352145566e-06,12.0,0.01211297,23.9616,2.023324,-0.9984,-1.0239495e-09,1.211297,0.99840003,-1.211297,0.0,-1.211297,1.2112958e-05,morecomplex,0,
5.015984602145566e-06,12.0,0.012113345,23.9616,2.007699,-0.9984,-1.0239495e-09,1.2113345,0.9984,-1.2113345,0.0,-1.2113345,1.2113333e-05,morecomplex,0,
5.015992414645566e-06,12.0,0.012113438,23.9616,2.0037928,-0.9984,-1.0239495e-09,1.2113439,0.9984,-1.2113439,0.0,-1.2113439,1.2113426e-05,morecomplex,0,
5.015994367770566e-06,12.0,0.012113462,23.9616,2.0028162,-0.9984,-1.0239495e-09,1.2113461,0.9984,-1.2113461,0.0,-1.2113461,1.211345e-05,morecomplex,0,
5.015998274020565e-06,12.0,0.012113509,23.9616,2.000863,-0.9984,-1.0239495e-09,1.2113509,0.9984,-1.2113509,0.0,-1.2113509,1.2113496e-05,morecomplex,0,
5.015999250583066e-06,12.0,0.01211352,23.9616,2.0003748,-0.9984002,-1.0239495e-09,1.211352,0.9984,-1.211352,0.0,-1.211352,1.2113508e-05,morecomplex,0,
5.0159994947236905e-06,12.0,0.012113524,23.9616,2.0002527,-0.99840164,-1.0239495e-09,1.2113523,0.9984,-1.2113523,0.0,-1.2113523,1.2113511e-05,morecomplex,0,
5.01599998300494e-06,12.0,0.012113529,23.9616,2.0000086,-0.99839973,-1.0239495e-09,1.211353,0.9984,-1.211353,0.0,-1.211353,1.2113517e-05,morecomplex,0,
5.01599999826373e-06,12.0,0.012113529,23.9616,2.000001,-0.9984131,-1.0239495e-09,1.211353,0.9984,-1.211353,0.0,-1.211353,1.2113517e-05,morecomplex,0,
5.015999998740567e-06,12.0,0.012113529,23.9616,2.0000007,-0.9980469,-1.0239495e-09,1.211353,0.9984,-1.211353,0.0,-1.211353,1.2113517e-05,morecomplex,0,
5.015999999694241e-06,12.0,0.012113529,23.9616,2.0000002,-0.9980469,-1.0239495e-09,1.211353,0.9984,-1.211353,0.0,-1.211353,1.2113517e-05,morecomplex,0,
5.01599999993266e-06,12.0,0.012113529,23.9616,2.0,-0.9980469,-1.0239495e-09,1.211353,0.9984,-1.211353,0.0,-1.211353,1.2113517e-05,morecomplex,0,
5.015999999992265e-06,12.0,0.012113529,23.9616,2.0,-1.0,-1.0239495e-09,1.211353,0.9984,-1.211353,0.0,-1.211353,1.2113517e-05,morecomplex,0,
5.0159999999941274e-06,12.0,0.012113529,23.9616,2.0,-1.0,-1.0239497e-09,1.211353,0.9984,-1.211353,0.0,-1.211353,1.2113517e-05,morecomplex,0,
5.015999999997853e-06,12.0,0.012113529,23.9616,2.0,-1.0,-1.0239495e-09,1.211353,0.9984,-1.211353,0.0,-1.211353,1.2113517e-05,morecomplex,0,
5.015999999998853e-06,12.0,0.012113529,23.9616,2.0,-1.0,-1.0239495e-09,1.211353,0.9984,-1.211353,0.0,-1.211353,1.2113517e-05,morecomplex,0,
5.015999999999853e-06,12.0,0.012113529,23.9616,2.0,-1.0,-1.0239495e-09,1.211353,0.9984,-1.211353,0.0,-1.211353,1.2113517e-05,morecomplex,0,
5.016000000000854e-06,12.0,24.514713,23.9616,2.0,0.5,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.016000000001854e-06,12.0,24.514679,23.9616,2.0,0.5,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.016000000003854e-06,12.0,24.514679,23.9616,2.0,0.5,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.016000000007854e-06,12.0,24.514679,23.9616,2.0,0.25,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.016000000015854e-06,12.0,24.514679,23.9616,2.0,0.125,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.0160000000318534e-06,12.0,24.514679,23.9616,2.0,0.1875,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.0160000000638535e-06,12.0,24.514679,23.9616,2.0,0.21875,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.016000000127854e-06,12.0,24.514679,23.9616,1.9999999,0.203125,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.016000000255854e-06,12.0,24.514679,23.9616,1.9999999,0.2109375,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.0160000005118535e-06,12.0,24.514679,23.9616,1.9999998,0.2109375,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.0160000010238535e-06,12.0,24.514679,23.9616,1.9999995,0.21289062,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.016000002047854e-06,12.0,24.514679,23.9616,1.9999989,0.21289062,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.016000004095854e-06,12.0,24.514679,23.9616,1.999998,0.21289062,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.016000008191854e-06,12.0,24.514679,23.9616,1.999996,0.21289062,1.211326,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.016000016383854e-06,12.0,24.514679,23.9616,1.9999918,0.21289062,1.2113259,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.016000032767854e-06,12.0,24.514679,23.9616,1.9999837,0.21295166,1.2113259,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113517e-05,morecomplex,0,
5.016000065535854e-06,12.0,24.514679,23.9616,1.9999672,0.21292114,1.2113259,1.2113504,0.9984,-2.4514702e-05,0.0,-1.2113504,1.2113516e-05,morecomplex,0,
5.0160001310718535e-06,12.0,24.514679,23.9616,1.9999344,0.21292114,1.2113258,1.2113503,0.9984,-2.4514702e-05,0.0,-1.2113503,1.2113515e-05,morecomplex,0,
5.0160002621438535e-06,12.0,24.514679,23.9616,1.9998689,0.21292114,1.2113256,1.2113502,0.9984,-2.4514702e-05,0.0,-1.2113502,1.21135145e-05,morecomplex,0,
5.016000524287854e-06,12.0,24.514679,23.9616,1.9997379,0.21292496,1.2113253,1.2113498,0.9984,-2.4514702e-05,0.0,-1.2113498,1.2113511e-05,morecomplex,0,
5.016001048575854e-06,12.0,24.514677,23.9616,1.9994757,0.21292496,1.2113247,1.2113491,0.9984,-2.4514702e-05,0.0,-1.2113491,1.2113504e-05,morecomplex,0,
5.016002097151854e-06,12.0,24.514677,23.9616,1.9989514,0.212924,1.2113234,1.2113478,0.9984,-2.4514702e-05,0.0,-1.2113478,1.2113491e-05,morecomplex,0,
5.016004194303854e-06,12.0,24.514677,23.9616,1.9979029,0.21292067,1.2113208,1.2113452,0.9984,-2.4514702e-05,0.0,-1.2113452,1.2113464e-05,morecomplex,0,
5.016008388607854e-06,12.0,24.514677,23.9616,1.9958057,0.21291542,1.2113155,1.21134,0.9984,-2.4514702e-05,0.0,-1.21134,1.2113413e-05,morecomplex,0,
5.016016777215854e-06,12.0,24.514677,23.9616,1.9916114,0.21290493,1.211305,1.2113295,0.9984,-2.4514702e-05,0.0,-1.2113295,1.2113307e-05,morecomplex,0,
5.016033554431854e-06,12.0,24.514677,23.9616,1.9832228,0.21288401,1.2112839,1.2113085,0.9984,-2.4514702e-05,0.0,-1.2113085,1.2113097e-05,morecomplex,0,
5.016067108863854e-06,12.0,24.514675,23.9616,1.9664456,0.21284199,1.211242,1.2112665,0.9984,-2.45147e-05,0.0,-1.2112665,1.2112678e-05,morecomplex,0,
5.016134217727854e-06,12.0,24.514673,23.9616,1.9328911,0.21275797,1.211158,1.2111825,0.9984,-2.4514698e-05,0.0,-1.2111825,1.2111837e-05,morecomplex,0,
5.016268435455854e-06,12.0,24.514668,23.961601,1.8657823,0.21258998,1.21099,1.2110145,0.99840003,-2.4514693e-05,0.0,-1.2110145,1.21101575e-05,morecomplex,0,
5.016536870911854e-06,12.0,24.514658,23.961601,1.7315645,0.21225399,1.210654,1.2106786,0.99840003,-2.4514682e-05,0.0,-1.2106786,1.2106798e-05,morecomplex,0,
5.017073741823854e-06,12.0,24.514639,23.961601,1.463129,0.211582,1.209982,1.2100066,0.9984001,-2.4514662e-05,0.0,-1.2100066,1.21000785e-05,morecomplex,0,
5.018147483647854e-06,12.0,24.514599,23.961605,0.92625815,0.21023802,1.2086382,1.2086627,0.99840015,-2.4514622e-05,0.0,-1.2086627,1.208664e-05,morecomplex,0,
5.019999999999999e-06,12.0,24.51453,23.961609,1.5365487e-13,0.2079193,1.2063197,1.2063441,0.99840033,-2.4514553e-05,0.0,-1.2063441,1.2063454e-05,morecomplex,0,
5.0237050327042904e-06,12.0,24.51439,23.961617,0.0,0.20328188,1.2016826,1.201707,0.9984007,-2.4514415e-05,0.0,-1.201707,1.20170835e-05,morecomplex,0,
5.0311150981128726e-06,12.0,24.514112,23.96163,0.0,0.19400725,1.1924086,1.192433,0.9984013,-2.4514136e-05,0.0,-1.192433,1.1924343e-05,morecomplex,0,
5.0411150981128725e-06,12.0,24.513733,23.961649,0.0,0.18149135,1.1798934,1.1799179,0.99840206,-2.4513758e-05,0.0,-1.1799179,1.1799191e-05,morecomplex,0,
5.051115098112872e-06,12.0,24.51335,23.961666,0.0,0.1689759,1.1673787,1.1674032,0.9984028,-2.4513374e-05,0.0,-1.1674032,1.1674045e-05,morecomplex,0,
5.061115098112872e-06,12.0,24.512962,23.961683,0.0,0.15646091,1.1548644,1.1548889,0.9984035,-2.4512987e-05,0.0,-1.1548889,1.1548901e-05,morecomplex,0,
5.071115098112872e-06,12.0,24.51257,23.961699,0.0,0.14394638,1.1423504,1.142375,0.9984041,-2.4512594e-05,0.0,-1.142375,1.1423762e-05,morecomplex,0,
5.081115098112872e-06,12.0,24.512175,23.961712,0.0,0.1314323,1.1298369,1.1298615,0.9984047,-2.45122e-05,0.0,-1.1298615,1.1298627e-05,morecomplex,0,
5.091115098112872e-06,12.0,24.511774,23.961725,0.0,0.11891867,1.1173239,1.1173483,0.99840516,-2.4511797e-05,0.0,-1.1173483,1.1173496e-05,morecomplex,0,
5.101115098112872e-06,12.0,24.511368,23.961735,0.0,0.10640552,1.1048112,1.1048356,0.99840564,-2.4511393e-05,0.0,-1.1048356,1.104837e-05,morecomplex,0,
5.111115098112872e-06,12.0,24.510958,23.961746,0.0,0.09389284,1.0922989,1.0923234,0.99840605,-2.4510982e-05,0.0,-1.0923234,1.0923247e-05,morecomplex,0,
5.121115098112872e-06,12.0,24.510544,23.961754,0.0,0.08138064,1.0797871,1.0798116,0.9984064,-2.451057e-05,0.0,-1.0798116,1.0798129e-05,morecomplex,0,
5.131115098112872e-06,12.0,24.510124,23.961761,0.0,0.06886892,1.0672756,1.0673002,0.99840677,-2.451015e-05,0.0,-1.0673002,1.0673014e-05,morecomplex,0,
5.1411150981128715e-06,12.0,24.5097,23.96177,0.0,0.056357685,1.0547647,1.0547892,0.998407,-2.4509725e-05,0.0,-1.0547892,1.0547905e-05,morecomplex,0,
5.151115098112871e-06,12.0,24.509272,23.961773,0.0,0.043846942,1.0422542,1.0422786,0.99840724,-2.4509298e-05,0.0,-1.0422786,1.0422799e-05,morecomplex,0,
5.161115098112871e-06,12.0,24.508839,23.961777,0.0,0.031336695,1.029744,1.0297686,0.99840736,-2.4508863e-05,0.0,-1.0297686,1.0297698e-05,morecomplex,0,
5.171115098112871e-06,12.0,24.5084,23.961779,0.0,0.018826947,1.0172344,1.0172589,0.9984075,-2.4508425e-05,0.0,-1.0172589,1.0172602e-05,morecomplex,0,
5.181115098112871e-06,12.0,24.507956,23.96178,0.0,0.0063177063,1.0047252,1.0047498,0.99840754,-2.4507981e-05,0.0,-1.0047498,1.004751e-05,morecomplex,0,
5.191115098112871e-06,12.0,24.507507,23.96178,0.0,-0.0061910236,0.9922165,0.992241,0.99840754,-2.4507532e-05,0.0,-0.992241,9.922423e-06,morecomplex,0,
5.201115098112871e-06,12.0,24.507053,23.961779,0.0,-0.018699236,0.97970825,0.97973275,0.9984075,-2.4507077e-05,0.0,-0.97973275,9.79734e-06,morecomplex,0,
5.211115098112871e-06,12.0,24.506592,23.961777,0.0,-0.031206928,0.96720046,0.96722496,0.99840736,-2.4506617e-05,0.0,-0.96722496,9.672262e-06,morecomplex,0,
5.221115098112871e-06,12.0,24.506126,23.961773,0.0,-0.043714095,0.95469314,0.95471764,0.99840724,-2.4506151e-05,0.0,-0.95471764,9.547189e-06,morecomplex,0,
5.231115098112871e-06,12.0,24.505655,23.96177,0.0,-0.056220725,0.9421863,0.9422108,0.998407,-2.450568e-05,0.0,-0.9422108,9.4221205e-06,morecomplex,0,
5.2411150981128706e-06,12.0,24.505178,23.961761,0.0,-0.068726815,0.92967993,0.9297044,0.99840677,-2.4505203e-05,0.0,-0.9297044,9.297057e-06,morecomplex,0,
5.2511150981128705e-06,12.0,24.504696,23.961754,0.0,-0.08123237,0.9171741,0.9171986,0.9984064,-2.4504721e-05,0.0,-0.9171986,9.1719985e-06,morecomplex,0,
5.26111509811287e-06,12.0,24.504208,23.961746,0.0,-0.093737364,0.9046687,0.9046932,0.99840605,-2.4504232e-05,0.0,-0.9046932,9.046945e-06,morecomplex,0,
5.27111509811287e-06,12.0,24.503712,23.961737,0.0,-0.10624181,0.8921639,0.8921884,0.99840564,-2.4503737e-05,0.0,-0.8921884,8.921896e-06,morecomplex,0,
5.28111509811287e-06,12.0,24.50321,23.961725,0.0,-0.118745685,0.87965953,0.87968403,0.9984052,-2.4503235e-05,0.0,-0.87968403,8.796853e-06,morecomplex,0,
5.29111509811287e-06,12.0,24.502703,23.961712,0.0,-0.131249,0.8671557,0.86718017,0.9984047,-2.4502728e-05,0.0,-0.86718017,8.671815e-06,morecomplex,0,
5.30111509811287e-06,12.0,24.50219,23.961699,0.0,-0.14375173,0.85465235,0.85467684,0.9984041,-2.4502213e-05,0.0,-0.85467684,8.546781e-06,morecomplex,0,
5.31111509811287e-06,12.0,24.501667,23.961683,0.0,-0.15625387,0.8421496,0.8421741,0.9984035,-2.4501693e-05,0.0,-0.8421741,8.421754e-06,morecomplex,0,
5.32111509811287e-06,12.0,24.501139,23.961666,0.0,-0.16875544,0.82964736,0.82967186,0.9984028,-2.4501163e-05,0.0,-0.82967186,8.296731e-06,morecomplex,0,
5.33111509811287e-06,12.0,24.500605,23.961649,0.0,-0.1812564,0.81714565,0.81717014,0.99840206,-2.4500629e-05,0.0,-0.81717014,8.171714e-06,morecomplex,0,
5.34111509811287e-06,12.0,24.500061,23.96163,0.0,-0.19375676,0.8046445,0.804669,0.9984013,-2.4500087e-05,0.0,-0.804669,8.0467025e-06,morecomplex,0,
5.3511150981128695e-06,12.0,24.499512,23.96161,0.0,-0.20625652,0.79214394,0.79216844,0.99840045,-2.4499535e-05,0.0,-0.79216844,7.921697e-06,morecomplex,0,
5.361115098112869e-06,12.0,24.498955,23.96159,0.0,-0.21875565,0.7796439,0.7796684,0.99839956,-2.4498979e-05,0.0,-0.7796684,7.796697e-06,morecomplex,0,
5.371115098112869e-06,12.0,24.498388,23.961567,0.0,-0.23125416,0.76714444,0.76716894,0.9983986,-2.4498413e-05,0.0,-0.76716894,7.671702e-06,morecomplex,0,
5.381115098112869e-06,12.0,24.497814,23.961544,0.0,-0.24375203,0.7546456,0.7546701,0.99839765,-2.449784e-05,0.0,-0.7546701,7.5467137e-06,morecomplex,0,
5.391115098112869e-06,12.0,24.497232,23.961517,0.0,-0.25624925,0.7421473,0.7421718,0.9983966,-2.4497258e-05,0.0,-0.7421718,7.421731e-06,morecomplex,0,
5.401115098112869e-06,12.0,24.496643,23.961493,0.0,-0.26874584,0.72964966,0.72967416,0.9983955,-2.4496667e-05,0.0,-0.72967416,7.296754e-06,morecomplex,0,
5.411115098112869e-06,12.0,24.496042,23.961464,0.0,-0.28124174,0.7171526,0.7171771,0.99839437,-2.4496068e-05,0.0,-0.7171771,7.1717836e-06,morecomplex,0,
5.421115098112869e-06,12.0,24.495434,23.961435,0.0,-0.293737,0.7046561,0.7046806,0.9983932,-2.4495459e-05,0.0,-0.7046806,7.046819e-06,morecomplex,0,
5.431115098112869e-06,12.0,24.494818,23.961407,0.0,-0.3062316,0.6921603,0.6921848,0.9983919,-2.4494842e-05,0.0,-0.6921848,6.921861e-06,morecomplex,0,
5.441115098112869e-06,12.0,24.49419,23.961374,0.0,-0.31872547,0.67966515,0.67968965,0.9983906,-2.4494215e-05,0.0,-0.67968965,6.796909e-06,morecomplex,0,
5.4511150981128685e-06,12.0,24.493553,23.961342,0.0,-0.33121866,0.6671706,0.6671951,0.99838924,-2.4493576e-05,0.0,-0.6671951,6.6719635e-06,morecomplex,0,
5.4611150981128684e-06,12.0,24.492905,23.961308,0.0,-0.34371114,0.6546767,0.6547012,0.9983879,-2.4492929e-05,0.0,-0.6547012,6.5470244e-06,morecomplex,0,
5.471115098112868e-06,12.0,24.492247,23.961273,0.0,-0.3562029,0.6421835,0.642208,0.9983864,-2.449227e-05,0.0,-0.642208,6.422092e-06,morecomplex,0,
5.481115098112868e-06,12.0,24.491577,23.961237,0.0,-0.36869395,0.62969095,0.62971544,0.9983849,-2.4491601e-05,0.0,-0.62971544,6.2971667e-06,morecomplex,0,
5.491115098112868e-06,12.0,24.490896,23.961199,0.0,-0.38118425,0.61719906,0.61722356,0.99838334,-2.449092e-05,0.0,-0.61722356,6.172248e-06,morecomplex,0,
5.501115098112868e-06,12.0,24.490204,23.96116,0.0,-0.39367378,0.6047079,0.6047324,0.9983817,-2.4490228e-05,0.0,-0.6047324,6.0473367e-06,morecomplex,0,
5.511115098112868e-06,12.0,24.4895,23.96112,0.0,-0.40616256,0.59221745,0.59224194,0.99838,-2.4489524e-05,0.0,-0.59224194,5.922432e-06,morecomplex,0,
5.521115098112868e-06,12.0,24.488781,23.961079,0.0,-0.41865057,0.57972777,0.5797522,0.99837834,-2.4488807e-05,0.0,-0.5797522,5.797535e-06,morecomplex,0,
5.531115098112868e-06,12.0,24.48805,23.961037,0.0,-0.4311378,0.56723875,0.56726325,0.99837655,-2.4488076e-05,0.0,-0.56726325,5.672645e-06,morecomplex,0,
5.541115098112868e-06,12.0,24.487307,23.960993,0.0,-0.4436242,0.5547505,0.554775,0.9983747,-2.4487332e-05,0.0,-0.554775,5.5477626e-06,morecomplex,0,
