time,V(1),V(2),V(3),V(gate),I(C1),I(D1),I(L1),I(Rload),I(S1),I(Vgate),I(Vin),L1:flux,source_file,step,I(R1)
0.0001499411150981147,12.0,23.817518,23.256792,0.0,0.502941,1.471974,1.4719979,0.969033,-2.3817542e-05,0.0,-1.4719979,1.471999e-05,morecomplex,0,
0.0001499511150981147,12.0,23.81724,23.256842,0.0,0.4911201,1.4601551,1.460179,0.9690351,-2.3817263e-05,0.0,-1.460179,1.4601802e-05,morecomplex,0,
0.00014996111509811468,12.0,23.816961,23.25689,0.0,0.47929955,1.4483366,1.4483604,0.96903706,-2.3816985e-05,0.0,-1.4483604,1.4483616e-05,morecomplex,0,
0.00014997111509811468,12.0,23.816677,23.256937,0.0,0.4674793,1.4365183,1.4365422,0.9690391,-2.3816701e-05,0.0,-1.4365422,1.4365433e-05,morecomplex,0,
0.00014998111509811467,12.0,23.816393,23.256983,0.0,0.45565942,1.4247004,1.4247242,0.969041,-2.3816416e-05,0.0,-1.4247242,1.4247254e-05,morecomplex,0,
0.00014999111509811467,12.0,23.816103,23.257029,0.0,0.44383988,1.4128827,1.4129065,0.96904284,-2.3816126e-05,0.0,-1.4129065,1.41290775e-05,morecomplex,0,
0.00015,12.0,23.815844,23.257067,0.0,0.4333386,1.4023831,1.4024069,0.9690445,-2.3815868e-05,0.0,-1.4024069,1.4024081e-05,morecomplex,0,
0.00015000166666666664,12.0,23.815796,23.257074,0.8333333,0.4313688,1.4004135,1.4004374,0.9690448,-2.3815819e-05,0.0,-1.4004374,1.4004386e-05,morecomplex,0,
0.00015000499999999998,12.0,23.815697,23.25709,2.5,0.42742914,1.3964745,1.3964983,0.9690454,-2.381572e-05,0.0,-1.3964983,1.3964996e-05,morecomplex,0,
0.00015000599999999997,12.0,23.815668,23.257093,3.0,0.42624727,1.3952928,1.3953166,0.9690456,-2.3815692e-05,0.0,-1.3953166,1.39531785e-05,morecomplex,0,
0.00015000699999999996,12.0,0.013953274,23.25709,3.5,-0.96904546,-1.0232433e-09,1.3953273,0.96904546,-1.3953273,0.0,-1.3953273,1.3953262e-05,morecomplex,0,
0.00015000999999999998,12.0,0.013989228,23.257061,5.0,-0.9690442,-1.0232429e-09,1.3989228,0.9690442,-1.3989228,0.0,-1.3989228,1.3989215e-05,morecomplex,0,
0.00015001600000000002,12.0,0.014061135,23.257004,5.0,-0.9690418,-1.0232432e-09,1.4061135,0.9690418,-1.4061135,0.0,-1.4061135,1.4061123e-05,morecomplex,0,
0.00015002600000000002,12.0,0.01418098,23.256907,5.0,-0.9690378,-1.0232428e-09,1.418098,0.9690378,-1.418098,0.0,-1.418098,1.4180968e-05,morecomplex,0,
0.000150036,12.0,0.014300823,23.25681,5.0,-0.9690337,-1.0232424e-09,1.4300823,0.9690337,-1.4300823,0.0,-1.4300823,1.4300811e-05,morecomplex,0,
0.000150046,12.0,0.014420665,23.256712,5.0,-0.96902966,-1.0232423e-09,1.4420666,0.96902966,-1.4420666,0.0,-1.4420666,1.4420653e-05,morecomplex,0,
0.000150056,12.0,0.014540506,23.256617,5.0,-0.9690257,-1.023242e-09,1.4540505,0.9690257,-1.4540505,0.0,-1.4540505,1.4540494e-05,morecomplex,0,
0.000150066,12.0,0.014660345,23.25652,5.0,-0.9690216,-1.0232419e-09,1.4660345,0.9690216,-1.4660345,0.0,-1.4660345,1.4660333e-05,morecomplex,0,
0.000150076,12.0,0.014780183,23.256422,5.0,-0.96901757,-1.0232416e-09,1.4780183,0.96901757,-1.4780184,0.0,-1.4780183,1.4780171e-05,morecomplex,0,
0.00015008599999999999,12.0,0.01490002,23.256325,5.0,-0.9690136,-1.0232414e-09,1.490002,0.9690135,-1.490002,0.0,-1.490002,1.4900008e-05,morecomplex,0,
0.00015009599999999998,12.0,0.015019855,23.256227,5.0,-0.9690095,-1.0232413e-09,1.5019855,0.9690095,-1.5019855,0.0,-1.5019855,1.5019844e-05,morecomplex,0,
0.00015010599999999998,12.0,0.01513969,23.256132,5.0,-0.96900547,-1.023241e-09,1.513969,0.96900547,-1.513969,0.0,-1.513969,1.5139678e-05,morecomplex,0,
0.00015011599999999997,12.0,0.015259523,23.256035,5.0,-0.9690014,-1.0232407e-09,1.5259522,0.9690014,-1.5259522,0.0,-1.5259522,1.5259511e-05,morecomplex,0,
0.00015012599999999996,12.0,0.015379354,23.255938,5.0,-0.9689974,-1.0232405e-09,1.5379354,0.9689974,-1.5379354,0.0,-1.5379354,1.5379343e-05,morecomplex,0,
0.00015013599999999996,12.0,0.015499184,23.25584,5.0,-0.96899337,-1.0232404e-09,1.5499184,0.96899337,-1.5499184,0.0,-1.5499184,1.5499172e-05,morecomplex,0,
0.00015014599999999995,12.0,0.015619013,23.255743,5.0,-0.9689893,-1.0232402e-09,1.5619013,0.9689893,-1.5619013,0.0,-1.5619013,1.5619002e-05,morecomplex,0,
0.00015015599999999995,12.0,0.015738841,23.255646,5.0,-0.96898526,-1.0232398e-09,1.573884,0.96898526,-1.573884,0.0,-1.573884,1.573883e-05,morecomplex,0,
0.00015016599999999994,12.0,0.015858667,23.25555,5.0,-0.96898127,-1.0232398e-09,1.5858667,0.96898127,-1.5858667,0.0,-1.5858667,1.5858655e-05,morecomplex,0,
0.00015017599999999994,12.0,0.015978491,23.255453,5.0,-0.9689772,-1.0232398e-09,1.5978491,0.9689772,-1.5978491,0.0,-1.5978491,1.597848e-05,morecomplex,0,
0.00015018599999999993,12.0,0.016098315,23.255356,5.0,-0.96897316,-1.0232392e-09,1.6098316,0.96897316,-1.6098316,0.0,-1.6098316,1.6098304e-05,morecomplex,0,
0.00015019599999999993,12.0,0.016218137,23.255259,5.0,-0.9689691,-1.0232392e-09,1.6218138,0.9689691,-1.6218138,0.0,-1.6218138,1.6218126e-05,morecomplex,0,
0.00015020599999999992,12.0,0.01633796,23.255161,5.0,-0.9689651,-1.0232384e-09,1.6337959,0.9689651,-1.6337959,0.0,-1.6337959,1.6337946e-05,morecomplex,0,
0.00015021599999999992,12.0,0.016457777,23.255066,5.0,-0.96896106,-1.0232388e-09,1.6457778,0.96896106,-1.6457778,0.0,-1.6457778,1.6457767e-05,morecomplex,0,
0.0001502259999999999,12.0,0.016577596,23.254969,5.0,-0.968957,-1.0232384e-09,1.6577597,0.968957,-1.6577597,0.0,-1.6577597,1.6577584e-05,morecomplex,0,
0.0001502359999999999,12.0,0.016697414,23.254871,5.0,-0.96895295,-1.023238e-09,1.6697414,0.96895295,-1.6697414,0.0,-1.6697414,1.6697402e-05,morecomplex,0,
0.0001502459999999999,12.0,0.016817229,23.254774,5.0,-0.96894896,-1.023238e-09,1.6817229,0.96894896,-1.6817229,0.0,-1.6817229,1.6817217e-05,morecomplex,0,
0.0001502559999999999,12.0,0.016937044,23.254677,5.0,-0.9689449,-1.0232377e-09,1.6937044,0.9689449,-1.6937044,0.0,-1.6937044,1.6937032e-05,morecomplex,0,
0.0001502659999999999,12.0,0.017056856,23.254581,5.0,-0.96894085,-1.0232377e-09,1.7056856,0.96894085,-1.7056856,0.0,-1.7056856,1.7056844e-05,morecomplex,0,
0.0001502759999999999,12.0,0.01717667,23.254484,5.0,-0.96893686,-1.0232374e-09,1.7176669,0.96893686,-1.7176669,0.0,-1.7176669,1.7176657e-05,morecomplex,0,
0.00015028599999999988,12.0,0.017296478,23.254387,5.0,-0.9689328,-1.023237e-09,1.7296479,0.9689328,-1.7296479,0.0,-1.7296479,1.7296466e-05,morecomplex,0,
0.00015029599999999988,12.0,0.017416287,23.25429,5.0,-0.96892875,-1.023237e-09,1.7416288,0.96892875,-1.7416288,0.0,-1.7416288,1.7416276e-05,morecomplex,0,
0.00015030599999999987,12.0,0.017536096,23.254192,5.0,-0.9689247,-1.0232364e-09,1.7536095,0.9689247,-1.7536095,0.0,-1.7536095,1.7536084e-05,morecomplex,0,
0.00015031599999999987,12.0,0.017655902,23.254097,5.0,-0.9689207,-1.0232364e-09,1.7655902,0.9689207,-1.7655902,0.0,-1.7655902,1.765589e-05,morecomplex,0,
0.00015032599999999986,12.0,0.017775707,23.254,5.0,-0.96891665,-1.023236e-09,1.7775707,0.96891665,-1.7775707,0.0,-1.7775707,1.7775696e-05,morecomplex,0,
0.00015033599999999986,12.0,0.01789551,23.253902,5.0,-0.9689126,-1.023236e-09,1.789551,0.9689126,-1.7895511,0.0,-1.789551,1.78955e-05,morecomplex,0,
0.00015034599999999985,12.0,0.018015314,23.253805,5.0,-0.96890855,-1.0232357e-09,1.8015313,0.96890855,-1.8015313,0.0,-1.8015313,1.8015302e-05,morecomplex,0,
0.00015035599999999985,12.0,0.018135114,23.253708,5.0,-0.96890455,-1.0232353e-09,1.8135115,0.96890455,-1.8135115,0.0,-1.8135115,1.8135102e-05,morecomplex,0,
0.00015036599999999984,12.0,0.018254913,23.253613,5.0,-0.9689005,-1.0232353e-09,1.8254914,0.9689005,-1.8254914,0.0,-1.8254914,1.8254903e-05,morecomplex,0,
0.00015037599999999984,12.0,0.018374713,23.253515,5.0,-0.96889645,-1.0232349e-09,1.8374712,0.96889645,-1.8374712,0.0,-1.8374712,1.8374702e-05,morecomplex,0,
0.00015038599999999983,12.0,0.01849451,23.253418,5.0,-0.9688924,-1.0232349e-09,1.8494511,0.9688924,-1.8494511,0.0,-1.8494511,1.8494498e-05,morecomplex,0,
0.00015039599999999983,12.0,0.018614305,23.25332,5.0,-0.9688884,-1.0232346e-09,1.8614306,0.9688884,-1.8614306,0.0,-1.8614306,1.8614293e-05,morecomplex,0,
0.00015040599999999982,12.0,0.018734101,23.253223,5.0,-0.96888435,-1.0232343e-09,1.8734101,0.96888435,-1.8734101,0.0,-1.8734101,1.8734088e-05,morecomplex,0,
0.00015041599999999981,12.0,0.018853894,23.253128,5.0,-0.9688803,-1.0232343e-09,1.8853893,0.9688803,-1.8853893,0.0,-1.8853893,1.8853882e-05,morecomplex,0,
0.0001504259999999998,12.0,0.018973686,23.25303,5.0,-0.9688763,-1.0232339e-09,1.8973686,0.9688763,-1.8973686,0.0,-1.8973686,1.8973673e-05,morecomplex,0,
0.0001504359999999998,12.0,0.019093476,23.252934,5.0,-0.96887225,-1.0232339e-09,1.9093477,0.96887225,-1.9093477,0.0,-1.9093477,1.9093464e-05,morecomplex,0,
0.0001504459999999998,12.0,0.019213265,23.252836,5.0,-0.9688682,-1.0232336e-09,1.9213265,0.9688682,-1.9213265,0.0,-1.9213265,1.9213254e-05,morecomplex,0,
0.0001504559999999998,12.0,0.019333053,23.25274,5.0,-0.96886414,-1.0232333e-09,1.9333054,0.96886414,-1.9333054,0.0,-1.9333054,1.9333042e-05,morecomplex,0,
0.0001504659999999998,12.0,0.01945284,23.252644,5.0,-0.96886015,-1.0232328e-09,1.945284,0.96886015,-1.945284,0.0,-1.945284,1.945283e-05,morecomplex,0,
0.00015047599999999978,12.0,0.019572625,23.252546,5.0,-0.9688561,-1.0232328e-09,1.9572625,0.9688561,-1.9572625,0.0,-1.9572625,1.9572613e-05,morecomplex,0,
0.00015048599999999978,12.0,0.01969241,23.252449,5.0,-0.96885204,-1.0232328e-09,1.969241,0.96885204,-1.969241,0.0,-1.969241,1.9692397e-05,morecomplex,0,
0.00015049599999999977,12.0,0.019812193,23.252352,5.0,-0.968848,-1.0232325e-09,1.9812193,0.968848,-1.9812193,0.0,-1.9812193,1.981218e-05,morecomplex,0,
0.00015050599999999977,12.0,0.019931974,23.252256,5.0,-0.968844,-1.0232325e-09,1.9931974,0.968844,-1.9931974,0.0,-1.9931974,1.9931962e-05,morecomplex,0,
0.00015051599999999976,12.0,0.020051753,23.25216,5.0,-0.96883994,-1.0232322e-09,2.0051754,0.96883994,-2.0051754,0.0,-2.0051754,2.0051742e-05,morecomplex,0,
0.00015052599999999976,12.0,0.020171532,23.252062,5.0,-0.9688359,-1.0232322e-09,2.0171533,0.9688359,-2.0171533,0.0,-2.0171533,2.0171521e-05,morecomplex,0,
0.00015053599999999975,12.0,0.02029131,23.251965,5.0,-0.9688319,-1.0232318e-09,2.029131,0.9688319,-2.029131,0.0,-2.029131,2.0291298e-05,morecomplex,0,
0.00015054599999999975,12.0,0.020411087,23.251867,5.0,-0.96882784,-1.0232318e-09,2.0411086,0.96882784,-2.0411086,0.0,-2.0411086,2.0411075e-05,morecomplex,0,
0.00015055599999999974,12.0,0.02053086,23.251772,5.0,-0.9688238,-1.0232312e-09,2.053086,0.9688238,-2.053086,0.0,-2.053086,2.053085e-05,morecomplex,0,
0.00015056599999999974,12.0,0.020650635,23.251675,5.0,-0.96881974,-1.0232312e-09,2.0650635,0.96881974,-2.0650635,0.0,-2.0650635,2.0650623e-05,morecomplex,0,
0.00015057599999999973,12.0,0.020770406,23.251577,5.0,-0.96881574,-1.0232305e-09,2.0770407,0.96881574,-2.0770407,0.0,-2.0770407,2.0770394e-05,morecomplex,0,
0.00015058599999999973,12.0,0.020890178,23.25148,5.0,-0.9688117,-1.0232305e-09,2.0890179,0.9688117,-2.0890179,0.0,-2.0890179,2.0890166e-05,morecomplex,0,
0.00015059599999999972,12.0,0.021009948,23.251383,5.0,-0.96880764,-1.0232305e-09,2.1009948,0.96880764,-2.1009948,0.0,-2.1009948,2.1009935e-05,morecomplex,0,
0.00015060599999999972,12.0,0.021129716,23.251287,5.0,-0.9688036,-1.0232302e-09,2.1129715,0.9688036,-2.1129715,0.0,-2.1129715,2.1129703e-05,morecomplex,0,
0.0001506159999999997,12.0,0.021249482,23.25119,5.0,-0.9687996,-1.0232297e-09,2.1249483,0.9687996,-2.1249483,0.0,-2.1249483,2.124947e-05,morecomplex,0,
0.0001506259999999997,12.0,0.021369249,23.251093,5.0,-0.96879554,-1.0232294e-09,2.1369247,0.96879554,-2.1369247,0.0,-2.1369247,2.1369236e-05,morecomplex,0,
0.0001506359999999997,12.0,0.021489013,23.250996,5.0,-0.9687915,-1.0232294e-09,2.1489012,0.9687915,-2.1489012,0.0,-2.1489012,2.1489e-05,morecomplex,0,
0.0001506459999999997,12.0,0.021608775,23.250898,5.0,-0.9687875,-1.0232294e-09,2.1608775,0.9687875,-2.1608775,0.0,-2.1608775,2.1608763e-05,morecomplex,0,
0.0001506559999999997,12.0,0.021728536,23.250803,5.0,-0.96878344,-1.0232291e-09,2.1728537,0.96878344,-2.1728537,0.0,-2.1728537,2.1728525e-05,morecomplex,0,
0.00015066599999999969,12.0,0.021848297,23.250706,5.0,-0.9687794,-1.0232287e-09,2.1848297,0.9687794,-2.1848297,0.0,-2.1848297,2.1848286e-05,morecomplex,0,
0.00015067599999999968,12.0,0.021968056,23.250608,5.0,-0.96877533,-1.0232287e-09,2.1968057,0.96877533,-2.1968057,0.0,-2.1968057,2.1968044e-05,morecomplex,0,
0.00015068599999999968,12.0,0.022087814,23.250511,5.0,-0.96877134,-1.0232287e-09,2.2087815,0.96877134,-2.2087815,0.0,-2.2087815,2.2087803e-05,morecomplex,0,
0.00015069599999999967,12.0,0.022207571,23.250414,5.0,-0.9687673,-1.0232281e-09,2.220757,0.9687673,-2.220757,0.0,-2.220757,2.2207558e-05,morecomplex,0,
0.00015070599999999966,12.0,0.022327326,23.250319,5.0,-0.96876323,-1.0232281e-09,2.2327325,0.96876323,-2.2327325,0.0,-2.2327325,2.2327313e-05,morecomplex,0,
0.00015071599999999966,12.0,0.02244708,23.250221,5.0,-0.96875924,-1.0232277e-09,2.2447078,0.96875924,-2.2447078,0.0,-2.2447078,2.2447068e-05,morecomplex,0,
0.00015072599999999965,12.0,0.02256683,23.250124,5.0,-0.9687552,-1.0232277e-09,2.256683,0.9687552,-2.256683,0.0,-2.256683,2.256682e-05,morecomplex,0,
0.00015073599999999965,12.0,0.022686582,23.250027,5.0,-0.96875113,-1.0232273e-09,2.2686582,0.96875113,-2.2686582,0.0,-2.2686582,2.268657e-05,morecomplex,0,
0.00015074599999999964,12.0,0.022806332,23.249931,5.0,-0.9687471,-1.0232273e-09,2.2806332,0.9687471,-2.2806332,0.0,-2.2806332,2.280632e-05,morecomplex,0,
0.00015075599999999964,12.0,0.022926081,23.249834,5.0,-0.9687431,-1.023227e-09,2.292608,0.9687431,-2.292608,0.0,-2.292608,2.292607e-05,morecomplex,0,
0.00015076599999999963,12.0,0.023045829,23.249737,5.0,-0.96873903,-1.0232266e-09,2.3045828,0.96873903,-2.3045828,0.0,-2.3045828,2.3045815e-05,morecomplex,0,
0.00015077599999999963,12.0,0.023165574,23.24964,5.0,-0.968735,-1.0232263e-09,2.3165574,0.968735,-2.3165574,0.0,-2.3165574,2.3165561e-05,morecomplex,0,
0.00015078599999999962,12.0,0.023285318,23.249542,5.0,-0.9687309,-1.023226e-09,2.3285317,0.9687309,-2.3285317,0.0,-2.3285317,2.3285307e-05,morecomplex,0,
0.00015079599999999962,12.0,0.023405062,23.249447,5.0,-0.96872693,-1.0232263e-09,2.340506,0.96872693,-2.340506,0.0,-2.340506,2.340505e-05,morecomplex,0,
0.0001508059999999996,12.0,0.023524804,23.24935,5.0,-0.9687229,-1.0232256e-09,2.3524804,0.9687229,-2.3524804,0.0,-2.3524804,2.3524792e-05,morecomplex,0,
0.0001508159999999996,12.0,0.023644544,23.249252,5.0,-0.9687188,-1.0232256e-09,2.3644545,0.9687188,-2.3644545,0.0,-2.3644545,2.3644532e-05,morecomplex,0,
0.0001508259999999996,12.0,0.023764282,23.249155,5.0,-0.96871483,-1.0232256e-09,2.3764284,0.96871483,-2.3764284,0.0,-2.3764284,2.376427e-05,morecomplex,0,
0.0001508359999999996,12.0,0.02388402,23.249058,5.0,-0.9687108,-1.0232253e-09,2.3884022,0.9687108,-2.3884022,0.0,-2.3884022,2.388401e-05,morecomplex,0,
0.0001508459999999996,12.0,0.024003757,23.248962,5.0,-0.9687067,-1.0232253e-09,2.4003758,0.9687067,-2.4003758,0.0,-2.4003758,2.4003746e-05,morecomplex,0,
0.0001508559999999996,12.0,0.024123494,23.248865,5.0,-0.9687027,-1.023225e-09,2.4123492,0.9687027,-2.4123492,0.0,-2.4123492,2.4123481e-05,morecomplex,0,
0.00015086599999999958,12.0,0.024243226,23.248768,5.0,-0.9686987,-1.0232246e-09,2.4243226,0.9686987,-2.4243226,0.0,-2.4243226,2.4243214e-05,morecomplex,0,
0.00015087599999999958,12.0,0.024362959,23.24867,5.0,-0.9686946,-1.0232242e-09,2.436296,0.9686946,-2.436296,0.0,-2.436296,2.4362947e-05,morecomplex,0,
0.00015088599999999957,12.0,0.024482692,23.248573,5.0,-0.9686906,-1.0232242e-09,2.4482691,0.9686906,-2.4482691,0.0,-2.4482691,2.4482679e-05,morecomplex,0,
0.00015089599999999957,12.0,0.02460242,23.248478,5.0,-0.9686866,-1.0232238e-09,2.460242,0.9686866,-2.460242,0.0,-2.460242,2.460241e-05,morecomplex,0,
0.00015090599999999956,12.0,0.02472215,23.24838,5.0,-0.9686825,-1.0232238e-09,2.472215,0.9686825,-2.472215,0.0,-2.472215,2.4722138e-05,morecomplex,0,
0.00015091599999999956,12.0,0.024841877,23.248283,5.0,-0.9686785,-1.0232235e-09,2.4841878,0.9686785,-2.4841878,0.0,-2.4841878,2.4841866e-05,morecomplex,0,
0.00015092599999999955,12.0,0.024961604,23.248186,5.0,-0.9686744,-1.0232232e-09,2.4961603,0.9686744,-2.4961603,0.0,-2.4961603,2.4961591e-05,morecomplex,0,
0.00015093599999999955,12.0,0.025081329,23.24809,5.0,-0.9686704,-1.0232228e-09,2.508133,0.9686704,-2.508133,0.0,-2.508133,2.5081315e-05,morecomplex,0,
0.00015094599999999954,12.0,0.025201052,23.247993,5.0,-0.9686664,-1.0232228e-09,2.5201051,0.9686664,-2.5201051,0.0,-2.5201051,2.520104e-05,morecomplex,0,
0.00015095599999999954,12.0,0.025320774,23.247896,5.0,-0.9686623,-1.0232228e-09,2.5320773,0.9686623,-2.5320773,0.0,-2.5320773,2.5320762e-05,morecomplex,0,
0.00015096599999999953,12.0,0.025440495,23.247799,5.0,-0.9686583,-1.0232225e-09,2.5440495,0.9686583,-2.5440495,0.0,-2.5440495,2.5440482e-05,morecomplex,0,
0.00015097599999999952,12.0,0.025560213,23.247702,5.0,-0.9686543,-1.0232222e-09,2.5560215,0.9686543,-2.5560215,0.0,-2.5560215,2.5560203e-05,morecomplex,0,
0.00015098599999999952,12.0,0.025679933,23.247606,5.0,-0.9686502,-1.0232222e-09,2.5679932,0.9686502,-2.5679932,0.0,-2.5679932,2.567992e-05,morecomplex,0,
0.00015099599999999951,12.0,0.025799649,23.247509,5.0,-0.96864617,-1.0232214e-09,2.5799649,0.96864617,-2.5799649,0.0,-2.5799649,2.5799636e-05,morecomplex,0,
0.0001510059999999995,12.0,0.025919365,23.247412,5.0,-0.9686422,-1.0232214e-09,2.5919363,0.9686422,-2.5919363,0.0,-2.5919363,2.5919353e-05,morecomplex,0,
0.00015100999999999998,12.0,0.02596725,23.247374,5.0,-0.96864057,-1.0232217e-09,2.596725,0.96864057,-2.596725,0.0,-2.596725,2.5967238e-05,morecomplex,0,
0.00015101124999999997,12.0,0.025982214,23.24736,4.375,-0.96864,-1.0232211e-09,2.5982215,0.96864,-2.5982215,0.0,-2.5982215,2.5982203e-05,morecomplex,0,
0.00015101374999999996,12.0,0.026012143,23.247337,3.125,-0.968639,-1.0232211e-09,2.6012144,0.968639,-2.6012144,0.0,-2.6012144,2.601213e-05,morecomplex,0,
0.00015101403125040647,12.0,0.02601551,23.247334,2.9843748,-0.9686389,-1.0232214e-09,2.601551,0.9686389,-2.601551,0.0,-2.601551,2.6015497e-05,morecomplex,0,
0.00015101459375121948,12.0,0.026022244,23.247328,2.7031243,-0.9686387,-1.0232214e-09,2.6022243,0.9686387,-2.6022243,0.0,-2.6022243,2.6022231e-05,morecomplex,0,
0.00015101571875284552,12.0,0.026035711,23.247318,2.1406236,-0.96863824,-1.0232214e-09,2.6035712,0.96863824,-2.6035712,0.0,-2.6035712,2.60357e-05,morecomplex,0,
0.0001510158437528455,12.0,0.026037209,23.247316,2.0781236,-0.9686382,-1.0232217e-09,2.603721,0.9686382,-2.603721,0.0,-2.603721,2.6037196e-05,morecomplex,0,
0.00015101587500284552,12.0,0.026037583,23.247316,2.0624986,-0.9686382,-1.0232214e-09,2.6037583,0.9686382,-2.6037583,0.0,-2.6037583,2.6037571e-05,morecomplex,0,
0.0001510159375028455,12.0,0.02603833,23.247316,2.0312486,-0.9686381,-1.0232214e-09,2.603833,0.9686381,-2.603833,0.0,-2.603833,2.6038319e-05,morecomplex,0,
0.0001510159531278455,12.0,0.026038518,23.247314,2.023436,-0.9686382,-1.0232214e-09,2.6038518,0.9686381,-2.6038518,0.0,-2.6038518,2.6038506e-05,morecomplex,0,
0.00015101598437784552,12.0,0.026038893,23.247314,2.007811,-0.9686381,-1.0232214e-09,2.6038892,0.9686381,-2.6038892,0.0,-2.6038892,2.603888e-05,morecomplex,0,
0.0001510159921903455,12.0,0.026038986,23.247314,2.0039048,-0.9686381,-1.0232214e-09,2.6038985,0.9686381,-2.6038985,0.0,-2.6038985,2.6038973e-05,morecomplex,0,
0.0001510159941434705,12.0,0.026039008,23.247314,2.0029283,-0.9686382,-1.0232211e-09,2.603901,0.9686381,-2.603901,0.0,-2.603901,2.6038997e-05,morecomplex,0,
0.0001510159980497205,12.0,0.026039055,23.247314,2.0009751,-0.9686382,-1.0232211e-09,2.6039054,0.9686381,-2.6039054,0.0,-2.6039054,2.6039044e-05,morecomplex,0,
0.000151015999026283,12.0,0.026039068,23.247314,2.0004869,-0.9686384,-1.0232214e-09,2.6039066,0.9686381,-2.6039066,0.0,-2.6039066,2.6039055e-05,morecomplex,0,
0.00015101599927042363,12.0,0.02603907,23.247314,2.0003648,-0.9686394,-1.0232214e-09,2.603907,0.9686381,-2.603907,0.0,-2.603907,2.6039059e-05,morecomplex,0,
0.0001510159997587049,12.0,0.026039075,23.247314,2.0001206,-0.9686394,-1.0232211e-09,2.6039076,0.9686381,-2.6039076,0.0,-2.6039076,2.6039064e-05,morecomplex,0,
0.0001510159998807752,12.0,0.026039077,23.247314,2.0000596,-0.96863556,-1.0232214e-09,2.6039078,0.9686381,-2.6039078,0.0,-2.6039078,2.6039066e-05,morecomplex,0,
0.0001510159999112928,12.0,0.026039077,23.247314,2.0000443,-0.9686279,-1.0232214e-09,2.6039078,0.9686381,-2.6039078,0.0,-2.6039078,2.6039066e-05,morecomplex,0,
0.00015101599997232795,12.0,0.026039079,23.247314,2.0000138,-0.9686279,-1.0232214e-09,2.6039078,0.9686381,-2.6039078,0.0,-2.6039078,2.6039066e-05,morecomplex,0,
0.00015101599998758674,12.0,0.026039079,23.247314,2.0000062,-0.96865845,-1.0232211e-09,2.6039078,0.9686381,-2.6039078,0.0,-2.6039078,2.6039066e-05,morecomplex,0,
0.00015101599999140143,12.0,0.026039079,23.247314,2.0000043,-0.9686279,-1.0232211e-09,2.6039078,0.9686381,-2.6039078,0.0,-2.6039078,2.6039066e-05,morecomplex,0,
0.00015101599999903082,12.0,0.026039079,23.247314,2.0000005,-0.9686279,-1.0232214e-09,2.6039078,0.9686381,-2.6039078,0.0,-2.6039078,2.6039066e-05,morecomplex,0,
0.00015101599999926924,12.0,0.026039079,23.247314,2.0000005,-0.96875,-1.0232214e-09,2.6039078,0.9686381,-2.6039078,0.0,-2.6039078,2.6039066e-05,morecomplex,0,
0.00015101599999974607,12.0,0.026039079,23.247314,2.0000002,-0.96875,-1.0232211e-09,2.6039078,0.9686381,-2.6039078,0.0,-2.6039078,2.6039066e-05,morecomplex,0,
0.00015101599999986528,12.0,0.026039079,23.247314,2.0,-0.96875,-1.0232214e-09,2.6039078,0.9686381,-2.6039078,0.0,-2.6039078,2.6039066e-05,morecomplex,0,
0.0001510159999998951,12.0,0.026039079,23.247314,2.0,-0.96875,-1.0232214e-09,2.6039078,0.9686381,-2.6039078,0.0,-2.6039078,2.6039066e-05,morecomplex,0,
0.0001510159999999547,12.0,0.026039079,23.247314,2.0,-0.96875,-1.0232211e-09,2.6039078,0.9686381,-2.6039078,0.0,-2.6039078,2.6039066e-05,morecomplex,0,
0.0001510159999999696,12.0,0.026039079,23.247314,2.0,-1.0,-1.0232214e-09,2.6039078,0.9686381,-2.6039078,0.0,-2.6039078,2.6039066e-05,morecomplex,0,
0.00015101599999999942,12.0,0.026039079,23.247314,2.0,-0.96875,-1.0232214e-09,2.6039078,0.9686381,-2.6039078,0.0,-2.6039078,2.6039066e-05,morecomplex,0,
0.00015101600000000043,12.0,23.834146,23.247314,2.0,2.0,2.6038816,2.6039054,0.9686381,-2.3834136e-05,0.0,-2.6039054,2.6039066e-05,morecomplex,0,
0.00015101600000000143,12.0,23.834112,23.247314,2.0,1.5,2.6038816,2.6039054,0.9686381,-2.3834136e-05,0.0,-2.6039054,2.6039066e-05,morecomplex,0,
0.00015101600000000343,12.0,23.834112,23.247314,2.0,2.0,2.6038816,2.6039054,0.9686381,-2.3834136e-05,0.0,-2.6039054,2.6039066e-05,morecomplex,0,
0.00015101600000000745,12.0,23.834112,23.247314,2.0,1.75,2.6038816,2.6039054,0.9686381,-2.3834136e-05,0.0,-2.6039054,2.6039066e-05,morecomplex,0,
0.00015101600000001544,12.0,23.834112,23.247314,2.0,1.625,2.6038816,2.6039054,0.9686381,-2.3834136e-05,0.0,-2.6039054,2.6039066e-05,morecomplex,0,
0.00015101600000003143,12.0,23.834112,23.247314,2.0,1.625,2.6038816,2.6039054,0.9686381,-2.3834136e-05,0.0,-2.6039054,2.6039066e-05,morecomplex,0,
0.00015101600000006344,12.0,23.834112,23.247314,2.0,1.625,2.6038816,2.6039054,0.9686381,-2.3834136e-05,0.0,-2.6039054,2.6039066e-05,morecomplex,0,
0.00015101600000012744,12.0,23.834112,23.247314,1.9999999,1.640625,2.6038816,2.6039054,0.9686381,-2.3834136e-05,0.0,-2.6039054,2.6039066e-05,morecomplex,0,
