source_file,step,voltage_out_mean_V,voltage_out_ripple_V,voltage_in_mean_V,voltage_in_ripple_V,conversion_ratio,inductor_current_mean_A,inductor_current_rms_A,inductor_current_peak_A,inductor_current_ripple_A,is_ccm,switching_freq_Hz,load_current_mean_A,power_out_W,power_in_W,efficiency,power_loss_W,heatsink_thermal_resistance_CW,heatsink_volume_cm3,switch_voltage_peak_V,switch_current_peak_A,switch_current_rms_A,inductor_volume_cm3,total_volume_cm3,count_mosfets,count_diodes,count_inductors,count_capacitors
Phase1_cons4_cand1_b2,0,3.3310724285897324,0.00283885,12.0,0.0,0.2775893690491444,11.982275071616725,11.98342575234294,12.244513,0.5246601,1,100000.00000000001,11.982275053879194,39.913826063755536,59.830651099351925,0.6671133496019714,19.91682503559639,2.7677484914429664,14.452180219289358,9.288281,12.244495,7.730153147217074,1.88,36.332180219289356,1,1,1,1
Phase1_cons4_cand2_b2,0,3.2028677810422477,0.0029351711,12.5,0.0,0.2562294224833798,11.521107304473881,11.52137688283193,11.6459255,0.2496643,1,100000.00000000001,11.521107446989017,36.90058384388703,56.179936888342816,0.6568285029801056,19.27935304445579,2.9088616357613546,13.751083760135792,9.621819,11.645914,7.196046786486286,3.9999999999999996,37.75108376013579,1,1,1,1
