source_file,step,voltage_out_mean_V,voltage_out_ripple_V,voltage_in_mean_V,voltage_in_ripple_V,conversion_ratio,inductor_current_mean_A,inductor_current_rms_A,inductor_current_peak_A,inductor_current_ripple_A,is_ccm,switching_freq_Hz,load_current_mean_A,power_out_W,power_in_W,efficiency,power_loss_W,heatsink_thermal_resistance_CW,heatsink_volume_cm3,switch_voltage_peak_V,switch_current_peak_A,switch_current_rms_A,inductor_volume_cm3,total_volume_cm3,count_mosfets,count_diodes,count_inductors,count_capacitors
00_Step_Down_2_Commercial_Mains_to_12V_cand1_b2,0,1.68779475817961,0.0023821592,220.0,0.0,0.007671794355361863,1.1251965281759368,1.1268861776917303,1.2213407,0.19232261,1,100000.00000000001,1.1251964887677468,1.8991007356643055,57.71034476361005,0.032907457812690215,55.81124402794575,0.022990599482765273,1739.8415395816753,9.985072,1.2213124,0.5441159972901599,3.9999999999999996,1763.8415395816753,1,1,1,1
00_Step_Down_2_Commercial_Mains_to_12V_cand2_b2,0,51.25207188576995,0.021892548,220.00000000000003,0.0,0.2329639631171361,116.48198256867323,116.48868440538534,118.44305,3.922264,1,100000.00000000001,116.48198081966521,5969.942854366358,6409.254945232134,0.9314566053902129,439.31209086577564,-1.3065156826608482,inf,208.29498,118.44253,58.25753190625774,3.9999999999999996,inf,1,1,1,1
